text,crowdflower_detail,annotator_vote,annotator_num,negative_crowdflower,negative_self_label,distortion_yn,quote,magnitude,distortion.category,Positive,Negative,userid
"is bck from his very first SNB adventure. it was great, it was awesome, it was legendary. but if he wants to play in Carnegie Hall, he has to practise... too much to practise...",yes,3,3,yes,No,no,,NA,,4,-1,3e61391d06340a430182ec676ed47eaf
"is bck from his very first SNB adventure. it was great, it was awesome, it was legendary. but if he wants to play in Carnegie Hall, he has to practise... too much to practise...",no,0,3,yes,No,no,,NA,,4,-1,3e61391d06340a430182ec676ed47eaf
"is bck from his very first SNB adventure. it was great, it was awesome, it was legendary. but if he wants to play in Carnegie Hall, he has to practise... too much to practise...",mixed,0,3,yes,No,no,,NA,,4,-1,3e61391d06340a430182ec676ed47eaf
"is completely addicted to Battlefield Bad Company. In world of bad FPS games, the Battlefield series comes through again!",mixed,0,3,yes,No,no,,NA,,1,-3,5532642937eb3497a43e15dbb23a9d2d
"is completely addicted to Battlefield Bad Company. In world of bad FPS games, the Battlefield series comes through again!",no,0,3,yes,No,no,,NA,,1,-3,5532642937eb3497a43e15dbb23a9d2d
"is completely addicted to Battlefield Bad Company. In world of bad FPS games, the Battlefield series comes through again!",yes,3,3,yes,No,no,,NA,,1,-3,5532642937eb3497a43e15dbb23a9d2d
is confused. The symbols on the board have no logical organization as far as she can tell. Perhaps she should study DiffEq *before* coming to class next time.,no,2,3,no,No,no,,NA,,1,-1,f65fd0385c972159743d21700c9a7887
is confused. The symbols on the board have no logical organization as far as she can tell. Perhaps she should study DiffEq *before* coming to class next time.,yes,1,3,no,No,no,,NA,,1,-1,f65fd0385c972159743d21700c9a7887
is confused. The symbols on the board have no logical organization as far as she can tell. Perhaps she should study DiffEq *before* coming to class next time.,mixed,0,3,no,No,no,,NA,,1,-1,f65fd0385c972159743d21700c9a7887
"Is entering into busy birthday time, here....Feb - Nickolas going to be . then Mar - Glendon going be , then Mar - Lucas, going be and finally Mar is mine.......I just age .....you are only as old as you feel.....and no you can feel me to see lol",yes,2,3,yes,No,no,,NA,,2,-1,dcbe08425f5edef5e5c1053f21e83640
"Is entering into busy birthday time, here....Feb - Nickolas going to be . then Mar - Glendon going be , then Mar - Lucas, going be and finally Mar is mine.......I just age .....you are only as old as you feel.....and no you can feel me to see lol",mixed,0,3,yes,No,no,,NA,,2,-1,dcbe08425f5edef5e5c1053f21e83640
"Is entering into busy birthday time, here....Feb - Nickolas going to be . then Mar - Glendon going be , then Mar - Lucas, going be and finally Mar is mine.......I just age .....you are only as old as you feel.....and no you can feel me to see lol",no,1,3,yes,No,no,,NA,,2,-1,dcbe08425f5edef5e5c1053f21e83640
"Is excited! Off to see Cats tonight!! Break a leg cast & crew!! - Saw your excellent review in the paper too, can't wait!",mixed,0,24,no,No,no,,NA,,4,-1,d1a10a7398574a6a482f4f4c1c654f1f
"Is excited! Off to see Cats tonight!! Break a leg cast & crew!! - Saw your excellent review in the paper too, can't wait!",no,23,24,no,No,no,,NA,,4,-1,d1a10a7398574a6a482f4f4c1c654f1f
"Is excited! Off to see Cats tonight!! Break a leg cast & crew!! - Saw your excellent review in the paper too, can't wait!",yes,1,24,no,No,no,,NA,,4,-1,d1a10a7398574a6a482f4f4c1c654f1f
"Is exhausted. hung out with Aly and Sam at the park today and then in her backyard. am soooo tired. am also excited for school! Hmmm need job, Any recommendations?",no,0,3,yes,No,no,,NA,,4,-2,8c393982479748c5a53acaa7a3717c71
"Is exhausted. hung out with Aly and Sam at the park today and then in her backyard. am soooo tired. am also excited for school! Hmmm need job, Any recommendations?",mixed,0,3,yes,No,no,,NA,,4,-2,8c393982479748c5a53acaa7a3717c71
"Is exhausted. hung out with Aly and Sam at the park today and then in her backyard. am soooo tired. am also excited for school! Hmmm need job, Any recommendations?",yes,3,3,yes,No,no,,NA,,4,-2,8c393982479748c5a53acaa7a3717c71
"is going to be loving going home Christmas break! Family, Christmas, basketball, Third Eye Blind concert... it is going to be wonderful.",yes,2,3,yes,No,no,,NA,,5,-1,733924d2f62385907d4460bc626bd105
"is going to be loving going home Christmas break! Family, Christmas, basketball, Third Eye Blind concert... it is going to be wonderful.",mixed,0,3,yes,No,no,,NA,,5,-1,733924d2f62385907d4460bc626bd105
"is going to be loving going home Christmas break! Family, Christmas, basketball, Third Eye Blind concert... it is going to be wonderful.",no,1,3,yes,No,no,,NA,,5,-1,733924d2f62385907d4460bc626bd105
is going to bed zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz pished night night everyone lov youuuuuuuuuuuuuuuuuuuuuuuu!,no,1,3,yes,No,no,,NA,,3,-1,7e450a79b8bacd420727a5dd9305f8d8
is going to bed zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz pished night night everyone lov youuuuuuuuuuuuuuuuuuuuuuuu!,mixed,0,3,yes,No,no,,NA,,3,-1,7e450a79b8bacd420727a5dd9305f8d8
is going to bed zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz pished night night everyone lov youuuuuuuuuuuuuuuuuuuuuuuu!,yes,2,3,yes,No,no,,NA,,3,-1,7e450a79b8bacd420727a5dd9305f8d8
is going to drink one large cup of coffee and then tackle the growing pile of homework.....it was nice knowing you. O_o,mixed,1,22,yes,No,no,,NA,,3,-1,cea00424ced413c108d878b1a14f3316
is going to drink one large cup of coffee and then tackle the growing pile of homework.....it was nice knowing you. O_o,yes,17,22,yes,No,no,,NA,,3,-1,cea00424ced413c108d878b1a14f3316
is going to drink one large cup of coffee and then tackle the growing pile of homework.....it was nice knowing you. O_o,no,4,22,yes,No,no,,NA,,3,-1,cea00424ced413c108d878b1a14f3316
"is going to school tomorrow, regardless of the fact that can only sit for about mins at time. Well, there's worse things, suppose.",no,0,3,yes,No,no,,NA,,1,-3,30723e9e5ecfe6d20e5e67d1163e3965
"is going to school tomorrow, regardless of the fact that can only sit for about mins at time. Well, there's worse things, suppose.",mixed,0,3,yes,No,no,,NA,,1,-3,30723e9e5ecfe6d20e5e67d1163e3965
"is going to school tomorrow, regardless of the fact that can only sit for about mins at time. Well, there's worse things, suppose.",yes,3,3,yes,No,no,,NA,,1,-3,30723e9e5ecfe6d20e5e67d1163e3965
"is happy to FINALLY have winter break with NO HW!!! :D (Unless I'm totally forgetting something, in which case, will thank you in advance for reminding me of what it is I've apparently forgotten...)",mixed,0,3,no,No,no,,NA,,3,-1,b57dcbe1b484eb302cb9da59bf83f6a2
"is happy to FINALLY have winter break with NO HW!!! :D (Unless I'm totally forgetting something, in which case, will thank you in advance for reminding me of what it is I've apparently forgotten...)",yes,0,3,no,No,no,,NA,,3,-1,b57dcbe1b484eb302cb9da59bf83f6a2
"is happy to FINALLY have winter break with NO HW!!! :D (Unless I'm totally forgetting something, in which case, will thank you in advance for reminding me of what it is I've apparently forgotten...)",no,3,3,no,No,no,,NA,,3,-1,b57dcbe1b484eb302cb9da59bf83f6a2
"is having the most fucking wonderful week. but i guess i should cheer up, the fucking worst is yet to come",yes,2,3,yes,yes,yes,,2,fortune tellung,5,-5,5532642937eb3497a43e15dbb23a9d2d
"is having the most fucking wonderful week. but i guess i should cheer up, the fucking worst is yet to come",mixed,0,3,yes,yes,yes,,2,fortune tellung,5,-5,5532642937eb3497a43e15dbb23a9d2d
"is having the most fucking wonderful week. but i guess i should cheer up, the fucking worst is yet to come",no,1,3,yes,yes,yes,,2,fortune tellung,5,-5,5532642937eb3497a43e15dbb23a9d2d
Is having trouble sleeping because of this sunburn! You would think years of my Mummy telling me to put on sunblock would've reminded me!,yes,3,3,yes,yes,no,,2,,2,-3,c0289bdb4cd4eda90653b2c84af61e03
Is having trouble sleeping because of this sunburn! You would think years of my Mummy telling me to put on sunblock would've reminded me!,mixed,0,3,yes,yes,no,,2,,2,-3,c0289bdb4cd4eda90653b2c84af61e03
Is having trouble sleeping because of this sunburn! You would think years of my Mummy telling me to put on sunblock would've reminded me!,no,0,3,yes,yes,no,,2,,2,-3,c0289bdb4cd4eda90653b2c84af61e03
"is headin to bed, gotta be up at am to get on the plane to Colorado...soooooo excited! Can't wait to see ya cuz!! =)",yes,1,3,no,No,no,,NA,,4,-1,f0d12f5b696d1a00e66f34da5c1685f5
"is headin to bed, gotta be up at am to get on the plane to Colorado...soooooo excited! Can't wait to see ya cuz!! =)",no,2,3,no,No,no,,NA,,4,-1,f0d12f5b696d1a00e66f34da5c1685f5
"is headin to bed, gotta be up at am to get on the plane to Colorado...soooooo excited! Can't wait to see ya cuz!! =)",mixed,0,3,no,No,no,,NA,,4,-1,f0d12f5b696d1a00e66f34da5c1685f5
is in great mood for writing: cranky and sleep deprived. Now all need is the concentration needed for complete literary analysis of an Edgar Allan Poe short story and the skill to write four page paper about it.,yes,1,3,no,No,no,,NA,,3,-2,cea00424ced413c108d878b1a14f3316
is in great mood for writing: cranky and sleep deprived. Now all need is the concentration needed for complete literary analysis of an Edgar Allan Poe short story and the skill to write four page paper about it.,no,2,3,no,No,no,,NA,,3,-2,cea00424ced413c108d878b1a14f3316
is in great mood for writing: cranky and sleep deprived. Now all need is the concentration needed for complete literary analysis of an Edgar Allan Poe short story and the skill to write four page paper about it.,mixed,0,3,no,No,no,,NA,,3,-2,cea00424ced413c108d878b1a14f3316
Is it strange to feel shy around people you've known for years? I've been in my congregation since // and still get little nervous talking to the brothers after the meeting.,mixed,0,3,no,yes,no,,2,,1,-3,f49956142aab2ad74decfd49a103c2f1
Is it strange to feel shy around people you've known for years? I've been in my congregation since // and still get little nervous talking to the brothers after the meeting.,no,2,3,no,yes,no,,2,,1,-3,f49956142aab2ad74decfd49a103c2f1
Is it strange to feel shy around people you've known for years? I've been in my congregation since // and still get little nervous talking to the brothers after the meeting.,yes,1,3,no,yes,no,,2,,1,-3,f49956142aab2ad74decfd49a103c2f1
is it stupid feel sorry for chocolate bunny? feel like should at least eat the head to like...put it out of its misery.,mixed,0,3,yes,No,no,,NA,,2,-3,ca4591994c00795feecfdf8c5d96d6c9
is it stupid feel sorry for chocolate bunny? feel like should at least eat the head to like...put it out of its misery.,no,0,3,yes,No,no,,NA,,2,-3,ca4591994c00795feecfdf8c5d96d6c9
is it stupid feel sorry for chocolate bunny? feel like should at least eat the head to like...put it out of its misery.,yes,3,3,yes,No,no,,NA,,2,-3,ca4591994c00795feecfdf8c5d96d6c9
Is it unhealthy to eat potato chips and cookies all at the same time while watching the Food Network?,no,3,3,no,No,no,,NA,,1,-2,2a9b90b41e9399bb331fef2582f657c3
Is it unhealthy to eat potato chips and cookies all at the same time while watching the Food Network?,yes,0,3,no,No,no,,NA,,1,-2,2a9b90b41e9399bb331fef2582f657c3
Is it unhealthy to eat potato chips and cookies all at the same time while watching the Food Network?,mixed,0,3,no,No,no,,NA,,1,-2,2a9b90b41e9399bb331fef2582f657c3
"is it wrong that when find out friend is in relationship my first thought is something along the lines of /I give them to months/""?""",mixed,0,3,yes,No,no,,NA,,2,-2,088bf0ed841bcc366475b3975eb1b9d2
"is it wrong that when find out friend is in relationship my first thought is something along the lines of /I give them to months/""?""",yes,3,3,yes,No,no,,NA,,2,-2,088bf0ed841bcc366475b3975eb1b9d2
"is it wrong that when find out friend is in relationship my first thought is something along the lines of /I give them to months/""?""",no,0,3,yes,No,no,,NA,,2,-2,088bf0ed841bcc366475b3975eb1b9d2
"is looking at digital cams, anyone know which is the best, dont want another big chunky nikon SLR, rather have lil digital cam :P looking at Sony Cybershot DSC-WX but if theres better one someone tellz me :)",no,0,3,yes,No,no,,NA,,2,-1,65266a09dc3d274bed54447cf4565392
"is looking at digital cams, anyone know which is the best, dont want another big chunky nikon SLR, rather have lil digital cam :P looking at Sony Cybershot DSC-WX but if theres better one someone tellz me :)",yes,3,3,yes,No,no,,NA,,2,-1,65266a09dc3d274bed54447cf4565392
"is looking at digital cams, anyone know which is the best, dont want another big chunky nikon SLR, rather have lil digital cam :P looking at Sony Cybershot DSC-WX but if theres better one someone tellz me :)",mixed,0,3,yes,No,no,,NA,,2,-1,65266a09dc3d274bed54447cf4565392
Is mad that the seventh and eighth graders get to be on the jordan volleyball team! They could have won if it weren't for them! (no offense) HAHAHAHA drank energy drinks and might pass out. YW was interesting...saw ppl doing karate didn't participate. STILL SAY DON'T MELISSA!,no,1,3,yes,No,no,,NA,,2,-3,8c393982479748c5a53acaa7a3717c71
Is mad that the seventh and eighth graders get to be on the jordan volleyball team! They could have won if it weren't for them! (no offense) HAHAHAHA drank energy drinks and might pass out. YW was interesting...saw ppl doing karate didn't participate. STILL SAY DON'T MELISSA!,mixed,0,3,yes,No,no,,NA,,2,-3,8c393982479748c5a53acaa7a3717c71
Is mad that the seventh and eighth graders get to be on the jordan volleyball team! They could have won if it weren't for them! (no offense) HAHAHAHA drank energy drinks and might pass out. YW was interesting...saw ppl doing karate didn't participate. STILL SAY DON'T MELISSA!,yes,2,3,yes,No,no,,NA,,2,-3,8c393982479748c5a53acaa7a3717c71
"is making kale pie, with kale and watercress purchased this afternoon at the Maplewood Farmer's Market (at Schlafly Bottleworks).",yes,0,3,no,No,no,,NA,,1,-1,0e3fdb89c7706b13891170ab2a9017c7
"is making kale pie, with kale and watercress purchased this afternoon at the Maplewood Farmer's Market (at Schlafly Bottleworks).",no,3,3,no,No,no,,NA,,1,-1,0e3fdb89c7706b13891170ab2a9017c7
"is making kale pie, with kale and watercress purchased this afternoon at the Maplewood Farmer's Market (at Schlafly Bottleworks).",mixed,0,3,no,No,no,,NA,,1,-1,0e3fdb89c7706b13891170ab2a9017c7
Is off to bed and hoping that on waking his ankle doesn't hurt too much after falling doing DIY - especially as he's got tramadol and gabapentin in his system reducing pain and it'll wear off overnight,no,0,3,yes,yes,no,,2,,2,-4,2549774d68d7ccbcba069afb45c7e237
Is off to bed and hoping that on waking his ankle doesn't hurt too much after falling doing DIY - especially as he's got tramadol and gabapentin in his system reducing pain and it'll wear off overnight,yes,3,3,yes,yes,no,,2,,2,-4,2549774d68d7ccbcba069afb45c7e237
Is off to bed and hoping that on waking his ankle doesn't hurt too much after falling doing DIY - especially as he's got tramadol and gabapentin in his system reducing pain and it'll wear off overnight,mixed,0,3,yes,yes,no,,2,,2,-4,2549774d68d7ccbcba069afb45c7e237
Is officially allegic to Christmas - developing lovely chemical burn type reaction from being spiked by tree,no,0,3,yes,No,no,,NA,,2,-2,2549774d68d7ccbcba069afb45c7e237
Is officially allegic to Christmas - developing lovely chemical burn type reaction from being spiked by tree,mixed,0,3,yes,No,no,,NA,,2,-2,2549774d68d7ccbcba069afb45c7e237
Is officially allegic to Christmas - developing lovely chemical burn type reaction from being spiked by tree,yes,3,3,yes,No,no,,NA,,2,-2,2549774d68d7ccbcba069afb45c7e237
Is professional single some who gets paid to be single? Sounds like the oppostie of prostitute to me.,yes,3,3,yes,No,no,,NA,,2,-1,59e55a41159531614e8398aa6d79ca6a
Is professional single some who gets paid to be single? Sounds like the oppostie of prostitute to me.,no,0,3,yes,No,no,,NA,,2,-1,59e55a41159531614e8398aa6d79ca6a
Is professional single some who gets paid to be single? Sounds like the oppostie of prostitute to me.,mixed,0,3,yes,No,no,,NA,,2,-1,59e55a41159531614e8398aa6d79ca6a
is randomly pumped about the Scorpions concert again even though it was in June XD *watches things on youtube*,mixed,0,23,no,No,no,,NA,,2,-1,55a72284594fdda49b22a6610b9b91d6
is randomly pumped about the Scorpions concert again even though it was in June XD *watches things on youtube*,yes,1,23,no,No,no,,NA,,2,-1,55a72284594fdda49b22a6610b9b91d6
is randomly pumped about the Scorpions concert again even though it was in June XD *watches things on youtube*,no,22,23,no,No,no,,NA,,2,-1,55a72284594fdda49b22a6610b9b91d6
is really surprised that its raining again - almost as surprised as she was to realise she hadnt won the lottery again - pfft - life - full of surprises!,mixed,0,3,yes,No,no,,NA,,2,-1,7e450a79b8bacd420727a5dd9305f8d8
is really surprised that its raining again - almost as surprised as she was to realise she hadnt won the lottery again - pfft - life - full of surprises!,yes,3,3,yes,No,no,,NA,,2,-1,7e450a79b8bacd420727a5dd9305f8d8
is really surprised that its raining again - almost as surprised as she was to realise she hadnt won the lottery again - pfft - life - full of surprises!,no,0,3,yes,No,no,,NA,,2,-1,7e450a79b8bacd420727a5dd9305f8d8
"is sick. Also three people left the room during my speech on maggot therapy today. I'm sorry for grossing you guys out, haha. ;)",no,1,3,yes,yes,no,,1,,2,-2,4764518d32334248e6ebbf681a18fd0c
"is sick. Also three people left the room during my speech on maggot therapy today. I'm sorry for grossing you guys out, haha. ;)",mixed,0,3,yes,yes,no,,1,,2,-2,4764518d32334248e6ebbf681a18fd0c
"is sick. Also three people left the room during my speech on maggot therapy today. I'm sorry for grossing you guys out, haha. ;)",yes,2,3,yes,yes,no,,1,,2,-2,4764518d32334248e6ebbf681a18fd0c
is smiling through her tears when she thinks of Dave Strickland joining her grandfather in heaven....both of these wonderful men are greatly missed!,no,0,3,yes,yes,no,,2,,4,-4,cb02460576e27f95654a9a0ef548fe5b
is smiling through her tears when she thinks of Dave Strickland joining her grandfather in heaven....both of these wonderful men are greatly missed!,mixed,0,3,yes,yes,no,,2,,4,-4,cb02460576e27f95654a9a0ef548fe5b
is smiling through her tears when she thinks of Dave Strickland joining her grandfather in heaven....both of these wonderful men are greatly missed!,yes,3,3,yes,yes,no,,2,,4,-4,cb02460576e27f95654a9a0ef548fe5b
"is so content with everything right now. music is so beautiful. The 90s is probably my favorite era. really wanna be back in school. what's that, I'm random? random is my chinese neighbor's middle name. except it's my middle name and I don't really have a",no,0,3,yes,No,no,,NA,,3,-1,b98b995372448f015357638c8eb6add1
"is so content with everything right now. music is so beautiful. The 90s is probably my favorite era. really wanna be back in school. what's that, I'm random? random is my chinese neighbor's middle name. except it's my middle name and I don't really have a",mixed,0,3,yes,No,no,,NA,,3,-1,b98b995372448f015357638c8eb6add1
"is so content with everything right now. music is so beautiful. The 90s is probably my favorite era. really wanna be back in school. what's that, I'm random? random is my chinese neighbor's middle name. except it's my middle name and I don't really have a",yes,3,3,yes,No,no,,NA,,3,-1,b98b995372448f015357638c8eb6add1
"is SOOO EXCITED that I am moving this week!!! SOOO NOT happy about living out of boxes for the last week and a half. Its like you need a little something out of each box, and I didn't pack a lot of stuff on purpose because I thought I would need it!!! PS: the sod is down, and the house looks great!",mixed,3,17,yes,yes,no,,2,,4,-1,b573cfeb6ec090948d454b1a0441376b
"is SOOO EXCITED that I am moving this week!!! SOOO NOT happy about living out of boxes for the last week and a half. Its like you need a little something out of each box, and I didn't pack a lot of stuff on purpose because I thought I would need it!!! PS: the sod is down, and the house looks great!",yes,12,17,yes,yes,no,,2,,4,-1,b573cfeb6ec090948d454b1a0441376b
"is SOOO EXCITED that I am moving this week!!! SOOO NOT happy about living out of boxes for the last week and a half. Its like you need a little something out of each box, and I didn't pack a lot of stuff on purpose because I thought I would need it!!! PS: the sod is down, and the house looks great!",no,2,17,yes,yes,no,,2,,4,-1,b573cfeb6ec090948d454b1a0441376b
"Is sorry for the loss of talented little boy and young man, however believe he really died over years ago. I've tried- just can't bring myself to mourn pedophile. Big hugs to all you who can look past that and hope you feel better in time.",no,0,3,yes,yes,no,,3,,3,-3,29cda473b52e1c75fbfe958ed3aec565
"Is sorry for the loss of talented little boy and young man, however believe he really died over years ago. I've tried- just can't bring myself to mourn pedophile. Big hugs to all you who can look past that and hope you feel better in time.",mixed,0,3,yes,yes,no,,3,,3,-3,29cda473b52e1c75fbfe958ed3aec565
"Is sorry for the loss of talented little boy and young man, however believe he really died over years ago. I've tried- just can't bring myself to mourn pedophile. Big hugs to all you who can look past that and hope you feel better in time.",yes,3,3,yes,yes,no,,3,,3,-3,29cda473b52e1c75fbfe958ed3aec565
"is starting her second week at Landmark and looking forward to some good food, interesting adventures, and getting to know people and Putney better.",no,0,3,yes,No,no,,NA,,2,-1,71f9aec34db909bb7b0a5171e695edd9
"is starting her second week at Landmark and looking forward to some good food, interesting adventures, and getting to know people and Putney better.",mixed,0,3,yes,No,no,,NA,,2,-1,71f9aec34db909bb7b0a5171e695edd9
"is starting her second week at Landmark and looking forward to some good food, interesting adventures, and getting to know people and Putney better.",yes,3,3,yes,No,no,,NA,,2,-1,71f9aec34db909bb7b0a5171e695edd9
"Is there truly anything more satisfying than revenge? Hell No.. waking me up at in the fucking morning was big mistake asshole. Fuck with the Devil you get the horns enjoy your first of many dark, cold nights alone.",yes,1,3,no,yes,no,,5,,3,-3,a00339d3cd4071e4c1fbcccb7beb0f6c
"Is there truly anything more satisfying than revenge? Hell No.. waking me up at in the fucking morning was big mistake asshole. Fuck with the Devil you get the horns enjoy your first of many dark, cold nights alone.",mixed,0,3,no,yes,no,,5,,3,-3,a00339d3cd4071e4c1fbcccb7beb0f6c
"Is there truly anything more satisfying than revenge? Hell No.. waking me up at in the fucking morning was big mistake asshole. Fuck with the Devil you get the horns enjoy your first of many dark, cold nights alone.",no,2,3,no,yes,no,,5,,3,-3,a00339d3cd4071e4c1fbcccb7beb0f6c
Is thinking of timing making coffee so that its ready for when his friend drops off children so she has something to keep her going before she heads out into the snow again to get the train,no,2,3,no,No,no,,NA,,2,-1,2549774d68d7ccbcba069afb45c7e237
Is thinking of timing making coffee so that its ready for when his friend drops off children so she has something to keep her going before she heads out into the snow again to get the train,yes,1,3,no,No,no,,NA,,2,-1,2549774d68d7ccbcba069afb45c7e237
Is thinking of timing making coffee so that its ready for when his friend drops off children so she has something to keep her going before she heads out into the snow again to get the train,mixed,0,3,no,No,no,,NA,,2,-1,2549774d68d7ccbcba069afb45c7e237
"is thinking this rain system is MALE, keep giving it directions to anywhere else and it keeps getting lost and coming back, with it's really bad pick up lines.....Go away you Drip!!!!!!!!!!!!!",yes,3,3,yes,yes,no,,2,,2,-3,dcbe08425f5edef5e5c1053f21e83640
"is thinking this rain system is MALE, keep giving it directions to anywhere else and it keeps getting lost and coming back, with it's really bad pick up lines.....Go away you Drip!!!!!!!!!!!!!",mixed,0,3,yes,yes,no,,2,,2,-3,dcbe08425f5edef5e5c1053f21e83640
"is thinking this rain system is MALE, keep giving it directions to anywhere else and it keeps getting lost and coming back, with it's really bad pick up lines.....Go away you Drip!!!!!!!!!!!!!",no,0,3,yes,yes,no,,2,,2,-3,dcbe08425f5edef5e5c1053f21e83640
"is watching all the different School Days endings on YouTube, but can't find the one she wants to watch. D:",yes,3,3,yes,No,no,,NA,,1,-1,eaeabcfe25866f0455d349bae2450d88
"is watching all the different School Days endings on YouTube, but can't find the one she wants to watch. D:",no,0,3,yes,No,no,,NA,,1,-1,eaeabcfe25866f0455d349bae2450d88
"is watching all the different School Days endings on YouTube, but can't find the one she wants to watch. D:",mixed,0,3,yes,No,no,,NA,,1,-1,eaeabcfe25866f0455d349bae2450d88
"is watching nothing hill and he realised, that Michael Ullock is not weird, he is just an englishman... :D",yes,2,3,yes,No,no,,NA,,1,-1,3e61391d06340a430182ec676ed47eaf
"is watching nothing hill and he realised, that Michael Ullock is not weird, he is just an englishman... :D",no,1,3,yes,No,no,,NA,,1,-1,3e61391d06340a430182ec676ed47eaf
"is watching nothing hill and he realised, that Michael Ullock is not weird, he is just an englishman... :D",mixed,0,3,yes,No,no,,NA,,1,-1,3e61391d06340a430182ec676ed47eaf
is wondering if he will need to get Indigo ticket on the train this morning does anyone know if you pay for headless children?,mixed,0,3,yes,No,no,,NA,,1,-1,2549774d68d7ccbcba069afb45c7e237
is wondering if he will need to get Indigo ticket on the train this morning does anyone know if you pay for headless children?,no,0,3,yes,No,no,,NA,,1,-1,2549774d68d7ccbcba069afb45c7e237
is wondering if he will need to get Indigo ticket on the train this morning does anyone know if you pay for headless children?,yes,3,3,yes,No,no,,NA,,1,-1,2549774d68d7ccbcba069afb45c7e237
Is wondering if should go to Science Olympiad tomorrow... didn't sign up for any of the competitions though... Eh... I'll actually do something next year. No club for me. :),no,3,3,no,No,no,,NA,,2,-1,2a9b90b41e9399bb331fef2582f657c3
Is wondering if should go to Science Olympiad tomorrow... didn't sign up for any of the competitions though... Eh... I'll actually do something next year. No club for me. :),mixed,0,3,no,No,no,,NA,,2,-1,2a9b90b41e9399bb331fef2582f657c3
Is wondering if should go to Science Olympiad tomorrow... didn't sign up for any of the competitions though... Eh... I'll actually do something next year. No club for me. :),yes,0,3,no,No,no,,NA,,2,-1,2a9b90b41e9399bb331fef2582f657c3
Is wondering in large explosion surely hiding in the lead lined coffin = molten lead based death? Which would mean no Sarah Jane and Jo Grant and have lead to very short series,yes,2,3,yes,No,no,,NA,,1,-3,2549774d68d7ccbcba069afb45c7e237
Is wondering in large explosion surely hiding in the lead lined coffin = molten lead based death? Which would mean no Sarah Jane and Jo Grant and have lead to very short series,mixed,0,3,yes,No,no,,NA,,1,-3,2549774d68d7ccbcba069afb45c7e237
Is wondering in large explosion surely hiding in the lead lined coffin = molten lead based death? Which would mean no Sarah Jane and Jo Grant and have lead to very short series,no,1,3,yes,No,no,,NA,,1,-3,2549774d68d7ccbcba069afb45c7e237
"Is wondering where he can get some green fabric to make cthuhlu suit from the tank suit he was given, and yes he is aware turning oneself into plushie outergod is wrong wrong wrong",no,1,3,yes,No,no,,NA,,1,-2,2549774d68d7ccbcba069afb45c7e237
"Is wondering where he can get some green fabric to make cthuhlu suit from the tank suit he was given, and yes he is aware turning oneself into plushie outergod is wrong wrong wrong",mixed,0,3,yes,No,no,,NA,,1,-2,2549774d68d7ccbcba069afb45c7e237
"Is wondering where he can get some green fabric to make cthuhlu suit from the tank suit he was given, and yes he is aware turning oneself into plushie outergod is wrong wrong wrong",yes,2,3,yes,No,no,,NA,,1,-2,2549774d68d7ccbcba069afb45c7e237
"Is wondering why people ask tall people if they play basketball, but not ask short people if they work for Willy Wonka!",yes,3,3,yes,No,no,,NA,,2,-1,7bb9346a8742de88bf2f48d622bf1057
"Is wondering why people ask tall people if they play basketball, but not ask short people if they work for Willy Wonka!",no,0,3,yes,No,no,,NA,,2,-1,7bb9346a8742de88bf2f48d622bf1057
"Is wondering why people ask tall people if they play basketball, but not ask short people if they work for Willy Wonka!",mixed,0,3,yes,No,no,,NA,,2,-1,7bb9346a8742de88bf2f48d622bf1057
Is wondering why the nice people who ring you up from micrsoft to tell you you have virus called their company tidels after my mothers cat?,yes,3,3,yes,No,no,,NA,,3,-1,2549774d68d7ccbcba069afb45c7e237
Is wondering why the nice people who ring you up from micrsoft to tell you you have virus called their company tidels after my mothers cat?,no,0,3,yes,No,no,,NA,,3,-1,2549774d68d7ccbcba069afb45c7e237
Is wondering why the nice people who ring you up from micrsoft to tell you you have virus called their company tidels after my mothers cat?,mixed,0,3,yes,No,no,,NA,,3,-1,2549774d68d7ccbcba069afb45c7e237
isn't feeling really off today ='(( GIMMEHUGSPLZ! Probably seeing the dad today *sigh* but then decorating the guest room with mummyyy <,mixed,0,4,no,No,no,,NA,,2,-1,c0289bdb4cd4eda90653b2c84af61e03
isn't feeling really off today ='(( GIMMEHUGSPLZ! Probably seeing the dad today *sigh* but then decorating the guest room with mummyyy <,no,2,4,no,No,no,,NA,,2,-1,c0289bdb4cd4eda90653b2c84af61e03
isn't feeling really off today ='(( GIMMEHUGSPLZ! Probably seeing the dad today *sigh* but then decorating the guest room with mummyyy <,yes,2,4,no,No,no,,NA,,2,-1,c0289bdb4cd4eda90653b2c84af61e03
"It has been eighty-eight days since that unseen catastrophe. Eighty-eight days, and still no answer as to why. still feel the reverberations even today. When will this silence end? Say the word, make request...Anything, so long as can hear that voice again.",yes,2,3,yes,yes,no,,3,,1,-4,ca4591994c00795feecfdf8c5d96d6c9
"It has been eighty-eight days since that unseen catastrophe. Eighty-eight days, and still no answer as to why. still feel the reverberations even today. When will this silence end? Say the word, make request...Anything, so long as can hear that voice again.",no,1,3,yes,yes,no,,3,,1,-4,ca4591994c00795feecfdf8c5d96d6c9
